web-scraper-order,web-scraper-start-url,threads,threads-href,username,text
"1595188627-6311","https://hardforum.com/forums/video-cards.3/","Gpu has exceeded temperature threshold","https://hardforum.com/threads/gpu-has-exceeded-temperature-threshold.1996940/","princeboy47","There are 4 screws holes in the heatsink on which the metal platter in mounted. You can't miss this. So yes it is surely well placed."
"1595188589-6029","https://hardforum.com/forums/video-cards.3/","What is up with the used graphics card price market?","https://hardforum.com/threads/what-is-up-with-the-used-graphics-card-price-market.1996980/","TLoki","Yeah, Cov19 causes hardware supply chain to choke and price increase at everything. So people ran to the used market and suck it dry."
"1595188591-6036","https://hardforum.com/forums/video-cards.3/","GTX 780 Reference - Upgrading VBIOS with other manufacturer's VBIOS?","https://hardforum.com/threads/gtx-780-reference-upgrading-vbios-with-other-manufacturers-vbios.1997835/","RazorWind","mda said:
			
		
	
	
		
		
			Doesn't seem like I can properly tell if the donor board VBIOS is really a reference aside from the TPU picture.



Can I somehow ""read"" the BIOS to find out?



Edit: Added links to the cards in question in my above post.
		
		Click to expand...
	
Ideally, you'd compare a photo of the donor board's PCB (with the heatsink off) to your board.



Failing that, just back up the original BIOS and go for it."
"1595188603-6130","https://hardforum.com/forums/video-cards.3/","Need a bit of help re: multi-monitor","https://hardforum.com/threads/need-a-bit-of-help-re-multi-monitor.1998066/","Astral Abyss","Scream And Fly said:
			
		
	
	
		
		
			Thanks guys I really appreciate it.  Just one other question - my monitors both have DVI and DisplayPort ports on them.  If the video card has one of each port (DVI, DisplayPort, HDMI), I assume I will connect one monitor to the DVI and one to the DisplayPort ports?

I really appreciate the help a great deal.
		
		Click to expand...
	
Wouldn't it be easier to just get a new video card that has at least 2 DP connectors on it?  Most do."
"1595188652-6550","https://hardforum.com/forums/video-cards.3/","Can you guess what's coming to my collection?","https://hardforum.com/threads/can-you-guess-whats-coming-to-my-collection.1998924/","cybereality","What you are going to play? Unreal 2004 was the best one, that should be the same period."
"1595188620-6249","https://hardforum.com/forums/video-cards.3/","XFX rx 5700 8g gives problem it reboot after opening games","https://hardforum.com/threads/xfx-rx-5700-8g-gives-problem-it-reboot-after-opening-games.1998293/","pendragon1","ufollall said:
			
		
	
	
		
		
			Thanks guys will give you result on Monday...
		
		Click to expand...
	
no prob and welcome to [H] by the way!"
"1595188589-6018","https://hardforum.com/forums/video-cards.3/","What is up with the used graphics card price market?","https://hardforum.com/threads/what-is-up-with-the-used-graphics-card-price-market.1996980/","waderunner","I'd say just make what you think are fair offers to sellers. People are often willing to negotiate. It's somewhat natural for sellers to set prices on the higher end, and buyers to make offers on the lower end. The right answer is usually in the middle somewhere."
"1595188589-6003","https://hardforum.com/forums/video-cards.3/","What is up with the used graphics card price market?","https://hardforum.com/threads/what-is-up-with-the-used-graphics-card-price-market.1996980/","sabrewolf732","Everything is increasing in price it appears. Maybe more people are trying to build cheap setups to game during quarantine.,"
"1595188661-6678","https://hardforum.com/forums/video-cards.3/","GPU - diminishing returns reached","https://hardforum.com/threads/gpu-diminishing-returns-reached.1998052/","rmfa","pippenainteasy said:
			
		
	
	
		
		
			Moore's Law died in like 2011. From December 2011-April 2016 we were stuck on 28nm, rather than the typical 2 year node cadence previously. So that was basically 5.5 years stuck on 28nm.



Nvidia is finally dropping a node later this year in 3rd QTR 2020, around a 4.5 year cadence. A little quicker than 28nm, but we were basically stuck for close to 5 years. Sure if felt quicker, because they kept renaming the node from 20nm to 16nm to 12 nm, but in reality the transistor size was actually the same so we were effectively on the same node the entire time.
		
		Click to expand...
	
How did they get away with that?"
"1595188665-6735","https://hardforum.com/forums/video-cards.3/","Guy damages rare collectible graphics card :(","https://hardforum.com/threads/guy-damages-rare-collectible-graphics-card.1957134/","Dullard","I have a BFG 6800 Ultra AGP. I was cleaning out some stuff last weekend and found the box for it  



Had a guy wanted a pic.




		
			
		
		


<img src=""https://hardforum.com/data/attachment-files/2018/03/113376_BFG2a.jpg"" data-url="""" class=""bbImage"" data-zoom-target=""1"" alt=""BFG2a.jpg"" style="""" />"
"1595188627-6309","https://hardforum.com/forums/video-cards.3/","Gpu has exceeded temperature threshold","https://hardforum.com/threads/gpu-has-exceeded-temperature-threshold.1996940/","princeboy47","With all this made and considered, gpu is still starting games with 90 degrees. Any other way to understand this?"
"1595188629-6339","https://hardforum.com/forums/video-cards.3/","How does the GTX 1070 Ti SC hold up now' a days?","https://hardforum.com/threads/how-does-the-gtx-1070-ti-sc-hold-up-now-a-days.1997585/","t4keheart","I inherited a new rig from the death of an in-law.

I'm trying to get it up to par and capable enough to use as an extra gaming pc.

Should I consider upgrading this gpu, or will it still handle most titles at high-max?



Any feedback from anybody else running an eVGA GTX 1070 ti sc?



resolution I'm running is 2560x1440"
"1595188637-6462","https://hardforum.com/forums/video-cards.3/","Intel Larrabee - a prototype","https://hardforum.com/threads/intel-larrabee-a-prototype.1948986/","ecmaster76","Red Falcon said:
			
		
	
	
		
		
			It is a little weird, but the guy hasn't gotten back to me on it yet, so hopefully it was fake and he will eventually relist it.
		
		Click to expand...
	
Yeah and I bet he bothers to set a reserve price next time. Its possible $320 was too low for his liking"
"1595188587-5986","https://hardforum.com/forums/video-cards.3/","Upgrade advice","https://hardforum.com/threads/upgrade-advice.1997417/","Conman","Those Ryzen 4000 series APUs are coming soon. Would fix both problems in one package."
"1595188658-6655","https://hardforum.com/forums/video-cards.3/","Who's making moves to get ready for the new release of cards?","https://hardforum.com/threads/whos-making-moves-to-get-ready-for-the-new-release-of-cards.1998625/","Mylex","Furious_Styles said:
			
		
	
	
		
		
			We're not.  It's likely the 2080 ti will still be a great card for a while and I'd say chances are people who could afford them already have enough disposable income to buy the 3080 ti.  I do think the people who passed on turing will benefit the most since there really weren't that many RTX enabled games and now you will likely play them at 100+ fps easily on these new cards.
		
		Click to expand...
	
I'm referring to people like me that likes to sell off their old hardware to offset the price. I can easily buy it and anything else without but I don't want something to collect dust with that value just declining steadily."
"1595188589-6022","https://hardforum.com/forums/video-cards.3/","What is up with the used graphics card price market?","https://hardforum.com/threads/what-is-up-with-the-used-graphics-card-price-market.1996980/","HockeyJon","It’s a supply and demand issue related to the COVID-19 lockdown.  I bought a monitor for my wife for her home office as part of her Mother’s Day gift and when I got to the computer store to pick it up (Canada Computers) I was chatting with the guy asking how busy he was and he said they’re having crazy demand right now, and it’s mostly gamers.  



People are home all day, a lot of them aren’t working, they’re bored, and so they’re now building and upgrading gaming PCs.  This will have an impact on available inventory at computer stores, and so people can get charge more on the secondary market, it’s really that simple."
"1595188648-6526","https://hardforum.com/forums/video-cards.3/","driver questions re: potato Mobile FirePro- forcing gaming driver?","https://hardforum.com/threads/driver-questions-re-potato-mobile-firepro-forcing-gaming-driver.1998925/","KATEKATEKATE","pendragon1 said:
			
		
	
	
		
		
			the 20.7.2s? maybe ddu and then install those
		
		Click to expand...
	
tried that a couple times with the 20.7.2 drivers, always defaults to the Pro driver. I would have thought that manually switching the driver to the Radeon one in device manager would cause the control panel to detect that and switch over but I guess not."
"1595188658-6641","https://hardforum.com/forums/video-cards.3/","Who's making moves to get ready for the new release of cards?","https://hardforum.com/threads/whos-making-moves-to-get-ready-for-the-new-release-of-cards.1998625/","kirbyrj","nimbulan said:
			
		
	
	
		
		
			I'm fine on my 1070 until the new cards get here.  Probably a smart move to sell your 2080 before any concrete info makes its way out since the resale value of Turing cards is likely to drop like a rock.



And now we wait and hope that AMD will force prices down a bit, rather than raising theirs to match nVidia.
		
		Click to expand...
	
It depends.  When Turing launched at absurd pricing, Pascal actually got a boost in price.  1080Ti's were around $475 prior to the Turing launch.  Afterward, they were pushing $550-575.  I canceled my 2080 preorder and just bought a used 1080Ti, but then sold it for more than I paid for it a few months later."
"1595188585-5964","https://hardforum.com/forums/video-cards.3/","Same performance at different res. How can this be?","https://hardforum.com/threads/same-performance-at-different-res-how-can-this-be.1997650/","Ricky T","Lepardi said:
			
		
	
	
		
		
			How are you doing integer scaling? I thought it's only available for Turings.
		
		Click to expand...
	
GTX 1650 is a Turing card..."
